step,loss,lr,tokens_per_sec,elapsed_sec,token_accuracy,gpu_mem_gb,grad_norm
35800,0.125867,3.00e-04,1699,90994.7,0.9779,13.66,0.3356
35900,0.114170,3.00e-04,1700,91257.7,0.9796,13.66,0.3212
36000,0.123129,3.00e-04,1701,91522.3,0.9786,13.66,0.3374
36100,0.123889,3.00e-04,1701,91787.3,0.9787,13.66,0.3692
36200,0.114948,3.00e-04,1702,92051.5,0.9799,13.66,0.3324
36300,0.117679,3.00e-04,1702,92319.4,0.9794,13.66,0.3276
36400,0.113739,3.00e-04,1703,92586.0,0.9800,13.66,0.3278
36500,0.112029,3.00e-04,1703,92851.6,0.9806,13.66,0.3515
36600,0.109285,3.00e-04,1704,93117.0,0.9802,13.66,0.3377
36700,0.104146,3.00e-04,1704,93382.3,0.9812,13.66,0.3379
36800,0.102017,3.00e-04,1704,93648.6,0.9817,13.66,0.3309
36900,0.110728,3.00e-04,1704,93914.5,0.9804,13.66,0.3444
37000,0.115025,3.00e-04,1704,94180.4,0.9797,13.66,0.3570
37100,0.110525,3.00e-04,1704,94447.1,0.9806,13.66,0.3524
37200,0.110424,3.00e-04,1704,94711.9,0.9805,13.66,0.3522
37300,0.117349,3.00e-04,1705,94976.1,0.9801,13.66,0.3280
37400,0.112317,3.00e-04,1705,95239.9,0.9804,13.66,0.3256
37500,0.109148,3.00e-04,1705,95504.0,0.9807,13.66,0.3468
37600,0.128623,3.00e-04,1705,95768.2,0.9782,13.66,0.3584
37700,0.111810,3.00e-04,1704,96032.3,0.9806,13.66,0.3620
37800,0.104861,3.00e-04,1704,96296.3,0.9815,13.66,0.3496
37900,0.125185,3.00e-04,1703,96561.0,0.9786,13.66,0.3972
38000,0.114852,3.00e-04,1703,96825.8,0.9801,13.66,0.3638
38100,0.105788,3.00e-04,1703,97091.2,0.9812,13.66,0.3510
38200,0.123955,3.00e-04,1702,97356.4,0.9784,13.66,0.3854
38300,0.114462,3.00e-04,1702,97621.5,0.9801,13.66,0.3752
38400,0.110780,3.00e-04,1701,97887.2,0.9803,13.66,0.3793
38500,0.119810,3.00e-04,1701,98153.1,0.9791,13.66,0.3644
38600,0.113602,3.00e-04,1701,98419.1,0.9803,13.66,0.3613
38700,0.105453,3.00e-04,1702,98685.2,0.9819,13.66,0.3566
38800,0.108599,3.00e-04,1702,98951.4,0.9809,13.66,0.3413
38900,0.106998,3.00e-04,1701,99217.6,0.9810,13.66,0.3501
39000,0.100116,3.00e-04,1701,99483.9,0.9819,13.66,0.3549
39100,0.100762,3.00e-04,1701,99749.4,0.9819,13.66,0.3474
39200,0.101898,3.00e-04,1701,100016.7,0.9815,13.66,0.3623
39300,0.094202,3.00e-04,1700,100284.6,0.9823,13.66,0.3285
39400,0.101962,3.00e-04,1699,100549.7,0.9811,13.66,0.3493
39500,0.099379,3.00e-04,1699,100815.1,0.9818,13.66,0.3389
39600,0.094730,3.00e-04,1699,101079.9,0.9825,13.66,0.3462
39700,0.103590,3.00e-04,1698,101345.1,0.9808,13.66,0.3419
39800,0.127269,3.00e-04,1698,101610.5,0.9770,13.66,0.3862
39900,0.118176,3.00e-04,1698,101875.6,0.9782,13.66,0.3627
40000,0.109838,3.00e-04,1698,102142.0,0.9796,13.66,0.3539
40100,0.099969,3.00e-04,1696,102422.9,0.9815,13.66,0.3462
40200,0.091276,3.00e-04,1696,102687.0,0.9829,13.66,0.3313
40300,0.088451,3.00e-04,1695,102951.3,0.9831,13.66,nan
40400,0.106107,3.00e-04,1695,103215.3,0.9809,13.66,0.3439
40500,0.104661,3.00e-04,1695,103479.5,0.9811,13.66,0.3879
40600,0.092891,3.00e-04,1695,103744.3,0.9829,13.66,0.3317
40700,0.107742,3.00e-04,1694,104008.1,0.9804,13.66,0.3895
40800,0.097809,3.00e-04,1694,104271.9,0.9818,13.66,0.3416
40900,0.096099,3.00e-04,1693,104536.4,0.9823,13.66,0.3488
41000,0.108735,3.00e-04,1693,104800.3,0.9801,13.66,0.3710
41100,0.106916,3.00e-04,1692,105064.4,0.9806,13.66,0.3778
41200,0.102150,3.00e-04,1692,105328.5,0.9814,13.66,0.4003
41300,0.102777,3.00e-04,1691,105592.3,0.9815,13.66,0.3463
41400,0.102166,3.00e-04,1691,105856.8,0.9817,13.66,0.3610
41500,0.097639,3.00e-04,1691,106121.3,0.9824,13.66,0.3624
41600,0.100245,3.00e-04,1690,106385.2,0.9817,13.66,0.3761
41700,0.098822,3.00e-04,1690,106649.6,0.9819,13.66,0.3700
41800,0.095533,3.00e-04,1689,106913.6,0.9825,13.66,0.3540
41900,0.102681,3.00e-04,1689,107177.5,0.9814,13.66,0.3633
42000,0.104868,3.00e-04,1689,107442.2,0.9808,13.66,0.3459
42100,0.099904,3.00e-04,1688,107706.7,0.9815,13.66,0.3662
42200,0.097773,3.00e-04,1688,107970.8,0.9818,13.66,0.3550
42300,0.104940,3.00e-04,1687,108235.0,0.9811,13.66,0.3525
42400,0.099076,3.00e-04,1687,108499.4,0.9821,13.66,0.3660
42500,0.095728,3.00e-04,1687,108763.9,0.9823,13.66,0.3347
42600,0.113187,3.00e-04,1687,109028.6,0.9793,13.66,0.3569
42700,0.100838,3.00e-04,1687,109293.6,0.9814,13.66,nan
42800,0.095822,3.00e-04,1687,109559.9,0.9822,13.66,0.3512
42900,0.099201,3.00e-04,1687,109826.2,0.9823,13.66,0.3313
43000,0.092305,3.00e-04,1687,110092.6,0.9831,13.66,0.3293
43100,0.085023,3.00e-04,1687,110359.4,0.9844,13.66,0.3402
43200,0.098601,3.00e-04,1686,110626.4,0.9816,13.66,0.3420
43300,0.090851,3.00e-04,1686,110893.0,0.9828,13.66,0.3334
43400,0.090783,3.00e-04,1685,111160.6,0.9829,13.66,0.3558
43500,0.099960,3.00e-04,1685,111428.4,0.9818,13.66,0.3419
43600,0.101407,3.00e-04,1684,111696.3,0.9815,13.66,0.3893
43700,0.094912,3.00e-04,1684,111964.6,0.9825,13.66,0.3540
43800,0.103426,3.00e-04,1684,112231.9,0.9813,13.66,0.3604
43900,0.097280,3.00e-04,1683,112498.1,0.9823,13.66,0.3607
44000,0.095078,3.00e-04,1683,112764.9,0.9826,13.66,0.3386
44100,0.096985,3.00e-04,1683,113033.0,0.9823,13.66,0.3224
44200,0.098862,3.00e-04,1683,113300.7,0.9824,13.66,0.3424
44300,0.090762,3.00e-04,1683,113568.6,0.9836,13.66,nan
44400,0.094496,3.00e-04,1683,113833.6,0.9831,13.66,0.3496
44500,0.095170,3.00e-04,1683,114098.2,0.9830,13.66,0.3284
44600,0.092829,3.00e-04,1683,114362.6,0.9835,13.66,0.3368
44700,0.095586,3.00e-04,1683,114628.1,0.9828,13.66,0.3559
44800,0.106045,3.00e-04,1683,114893.0,0.9809,13.66,0.3638
44900,0.096995,3.00e-04,1683,115157.9,0.9826,13.66,0.3599
45000,0.095999,3.00e-04,1683,115422.5,0.9825,13.66,0.3608
45100,0.095307,3.00e-04,1684,115690.3,0.9830,13.66,0.3401
45200,0.090547,3.00e-04,1684,115956.2,0.9837,13.66,0.3704
45300,0.082057,3.00e-04,1684,116223.4,0.9850,13.66,0.3098
45400,0.093942,3.00e-04,1684,116492.1,0.9833,13.66,0.3472
45500,0.089904,3.00e-04,1684,116757.3,0.9838,13.66,0.3198
45600,0.084109,3.00e-04,1683,117022.4,0.9842,13.66,0.3122
45700,0.100871,3.00e-04,1683,117287.4,0.9823,13.66,0.3829
45800,0.093508,3.00e-04,1683,117553.2,0.9836,13.66,0.3334
45900,0.089255,3.00e-04,1683,117819.7,0.9838,13.66,0.3431
46000,0.104851,3.00e-04,1683,118087.2,0.9813,13.66,0.3685
46100,0.101351,3.00e-04,1683,118355.4,0.9817,13.66,0.3497
46200,0.095137,3.00e-04,1683,118623.6,0.9828,13.66,0.3412
46300,0.096661,3.00e-04,1683,118892.6,0.9824,13.66,0.3322
46400,0.089651,3.00e-04,1683,119162.2,0.9831,13.66,0.3338
46500,0.081799,3.00e-04,1683,119432.1,0.9843,13.66,0.3166
46600,0.098371,3.00e-04,1682,119701.9,0.9816,13.66,0.3770
46700,0.097667,3.00e-04,1682,119972.2,0.9816,13.66,0.3483
46800,0.092837,3.00e-04,1682,120242.5,0.9825,13.66,0.3307
46900,0.100031,3.00e-04,1682,120513.2,0.9816,13.66,nan
47000,0.110084,3.00e-04,1681,120786.4,0.9800,13.66,0.4118
47100,0.100137,3.00e-04,1681,121056.4,0.9816,13.66,0.3510
47200,0.100077,3.00e-04,1680,121327.5,0.9807,13.66,0.3868
47300,0.104930,3.00e-04,1680,121599.3,0.9792,13.66,0.3613
47400,0.095435,3.00e-04,1680,121870.9,0.9811,13.66,0.3598
47500,0.097460,3.00e-04,1679,122142.7,0.9805,13.66,0.3616
47600,0.112951,3.00e-04,1679,122414.6,0.9800,13.66,0.3737
47700,0.101095,3.00e-04,1679,122684.3,0.9817,13.66,0.3449
47800,0.097945,3.00e-04,1678,122954.4,0.9820,13.66,0.4110
47900,0.118567,3.00e-04,1678,123223.8,0.9794,13.66,0.3993
48000,0.103868,3.00e-04,1678,123491.8,0.9816,13.66,0.3713
48100,0.095036,3.00e-04,1678,123759.3,0.9825,13.66,0.3522
48200,0.107240,3.00e-04,1678,124026.6,0.9807,13.66,nan
48300,0.096986,3.00e-04,1677,124293.9,0.9824,13.66,0.3731
48400,0.092983,3.00e-04,1677,124561.0,0.9828,13.66,0.3778
48500,0.102091,3.00e-04,1677,124827.9,0.9813,13.66,0.3698
48600,0.099856,3.00e-04,1678,125094.6,0.9819,13.66,0.3523
48700,0.091278,3.00e-04,1678,125361.0,0.9836,13.66,0.3224
48800,0.107453,3.00e-04,1678,125627.3,0.9809,13.66,0.3480
48900,0.104182,3.00e-04,1677,125893.4,0.9809,13.66,0.3701
49000,0.097603,3.00e-04,1677,126159.7,0.9819,13.66,0.3993
49100,0.100433,3.00e-04,1677,126426.6,0.9817,13.66,0.3959
49200,0.095340,3.00e-04,1676,126696.1,0.9825,13.66,0.3745
49300,0.087333,3.00e-04,1676,126970.0,0.9835,13.66,0.3309
49400,0.096809,3.00e-04,1675,127244.7,0.9822,13.66,0.3712
49500,0.102385,3.00e-04,1675,127520.5,0.9808,13.66,0.3606
49600,0.095653,3.00e-04,1675,127796.4,0.9819,13.66,0.3368
49700,0.095536,3.00e-04,1674,128072.5,0.9821,13.66,0.3492
49800,0.095353,3.00e-04,1674,128349.1,0.9825,13.66,0.3768
49900,0.086785,3.00e-04,1673,128625.7,0.9837,13.66,0.3494
50000,0.089771,3.00e-04,1673,128902.0,0.9831,13.66,0.3500
50100,0.096047,3.00e-04,1673,129186.5,0.9821,13.66,0.3474
50200,0.088299,3.00e-04,1672,129463.2,0.9836,13.66,0.3249
50300,0.084222,3.00e-04,1672,129739.7,0.9844,13.66,0.3244
50400,0.094243,3.00e-04,1672,130016.8,0.9819,13.66,0.3637
50500,0.086407,3.00e-04,1672,130293.3,0.9834,13.66,0.3465
50600,0.083103,3.00e-04,1671,130570.2,0.9840,13.66,0.3337
50700,0.095183,3.00e-04,1671,130847.6,0.9830,13.66,0.3490
50800,0.085208,3.00e-04,1672,131124.8,0.9846,13.66,0.3180
50900,0.083015,3.00e-04,1672,131401.6,0.9851,13.66,0.3498
51000,0.092616,3.00e-04,1672,131678.8,0.9829,13.66,0.3840
51100,0.090054,3.00e-04,1671,131956.0,0.9833,13.66,0.3460
51200,0.087225,3.00e-04,1671,132233.2,0.9839,13.66,0.3560
51300,0.094705,3.00e-04,1670,132510.9,0.9823,13.66,0.3600
51400,0.096479,3.00e-04,1670,132788.1,0.9826,13.66,0.3681
51500,0.088426,3.00e-04,1669,133065.2,0.9834,13.66,0.3291
51600,0.098265,3.00e-04,1669,133343.1,0.9824,13.66,0.3838
51700,0.099894,3.00e-04,1669,133618.1,0.9820,13.66,0.3643
51800,0.097675,3.00e-04,1668,133879.7,0.9823,13.66,0.3471
51900,0.098949,3.00e-04,1667,134252.1,0.9821,13.66,0.3545
52000,0.096165,3.00e-04,1665,134645.4,0.9823,13.66,0.3579
52100,0.089727,3.00e-04,1664,135006.1,0.9834,13.66,0.3581
52200,0.091381,3.00e-04,1663,135374.1,0.9832,13.66,0.3504
52300,0.094853,3.00e-04,1661,135741.8,0.9830,13.66,0.3385
52400,0.090117,3.00e-04,1661,136088.0,0.9835,13.66,0.3472
52500,0.089441,3.00e-04,1660,136448.7,0.9838,13.66,0.3629
52600,0.096370,3.00e-04,1659,136804.1,0.9826,13.66,0.3571
52700,0.087754,3.00e-04,1657,137163.2,0.9841,13.66,0.3462
52800,0.087940,3.00e-04,1656,137533.4,0.9842,13.66,0.3637
52900,0.108016,3.00e-04,1656,137818.6,0.9813,13.66,0.3861
53000,0.093785,3.00e-04,1656,138076.5,0.9835,13.66,0.3254
53100,0.094283,3.00e-04,1657,138334.6,0.9834,13.66,0.3392
53200,0.110806,3.00e-04,1657,138591.9,0.9806,13.66,0.4416
53300,0.098541,3.00e-04,1656,138850.5,0.9822,13.66,0.3805
53400,0.088735,3.00e-04,1656,139107.7,0.9836,13.66,0.3752
53500,0.097473,3.00e-04,1656,139365.2,0.9822,13.66,0.3890
53600,0.088365,3.00e-04,1655,139621.7,0.9837,13.66,0.3798
53700,0.084184,3.00e-04,1655,139875.6,0.9843,13.66,0.3579
53800,0.104546,3.00e-04,1655,140129.5,0.9813,13.66,0.3623
53900,0.099421,3.00e-04,1656,140383.1,0.9824,13.66,nan
54000,0.092661,3.00e-04,1656,140636.7,0.9835,13.66,0.3322
54100,0.094605,3.00e-04,1656,140890.2,0.9829,13.66,0.3469
54200,0.093423,3.00e-04,1656,141143.6,0.9827,13.66,0.3729
54300,0.091118,3.00e-04,1656,141397.1,0.9833,13.66,0.3658
54400,0.089513,3.00e-04,1656,141650.5,0.9835,13.66,0.3537
54500,0.089756,3.00e-04,1655,141904.0,0.9834,13.66,0.3809
54600,0.085198,3.00e-04,1655,142157.2,0.9839,13.66,0.3706
54700,0.094708,3.00e-04,1654,142410.5,0.9824,13.66,0.3849
54800,0.098850,3.00e-04,1654,142663.7,0.9822,13.66,0.3840
54900,0.094152,3.00e-04,1654,142916.9,0.9828,13.66,0.3716
55000,0.094062,3.00e-04,1654,143170.3,0.9829,13.66,0.3898
55100,0.093198,3.00e-04,1653,143424.5,0.9829,13.66,0.4283
55200,0.086862,3.00e-04,1653,143677.5,0.9835,13.66,0.3991
55300,0.084981,3.00e-04,1652,143930.5,0.9841,13.66,0.3760
55400,0.115681,3.00e-04,1652,144183.5,0.9789,13.66,0.4346
55500,0.100501,3.00e-04,1651,144436.5,0.9812,13.66,0.4141
55600,0.096876,3.00e-04,1651,144689.5,0.9820,13.66,0.4183
55700,0.096018,3.00e-04,1651,144942.5,0.9824,13.66,0.3792
55800,0.094053,3.00e-04,1650,145195.4,0.9826,13.66,0.3853
55900,0.085390,3.00e-04,1650,145448.3,0.9842,13.66,0.3748
56000,0.106929,3.00e-04,1650,145701.5,0.9813,13.66,0.4012
56100,0.094064,3.00e-04,1650,145954.6,0.9835,13.66,0.3536
56200,0.090486,3.00e-04,1650,146207.7,0.9837,13.66,0.3948
56300,0.102784,3.00e-04,1650,146460.8,0.9815,13.66,0.3681
56400,0.111973,3.00e-04,1650,146714.1,0.9799,13.66,nan
56500,0.102382,3.00e-04,1650,146967.2,0.9814,13.66,0.4166
56600,0.117764,3.00e-04,1651,147220.3,0.9788,13.66,0.3980
56700,0.113150,3.00e-04,1651,147473.2,0.9792,13.66,0.4022
56800,0.104793,3.00e-04,1651,147725.8,0.9805,13.66,0.3588
56900,0.103245,3.00e-04,1651,147978.8,0.9806,13.66,0.4027
57000,0.103804,3.00e-04,1651,148231.9,0.9802,13.66,0.4420
57100,0.095625,3.00e-04,1651,148484.6,0.9817,13.66,0.3761
57200,0.099905,3.00e-04,1651,148737.5,0.9813,13.66,0.4151
57300,0.102601,3.00e-04,1651,148990.2,0.9812,13.66,0.3850
57400,0.092633,3.00e-04,1651,149243.0,0.9826,13.66,0.3570
57500,0.091182,3.00e-04,1651,149495.8,0.9830,13.66,0.3616
57600,0.109050,3.00e-04,1651,149748.5,0.9800,13.66,0.4354
57700,0.097861,3.00e-04,1651,150001.8,0.9820,13.66,0.3835
57800,0.098564,3.00e-04,1651,150254.8,0.9814,13.66,0.3869
57900,0.121453,3.00e-04,1651,150507.8,0.9778,13.66,0.4123
58000,0.110999,3.00e-04,1651,150760.6,0.9794,13.66,0.3658
58100,0.107085,3.00e-04,1651,151013.4,0.9802,13.66,0.3915
58200,0.111120,3.00e-04,1651,151266.3,0.9799,13.66,0.3956
58300,0.102026,3.00e-04,1651,151519.0,0.9809,13.66,0.3661
58400,0.094942,3.00e-04,1651,151771.7,0.9820,13.66,0.3485
58500,0.103455,3.00e-04,1651,152024.8,0.9811,13.66,0.3752
58600,0.099779,3.00e-04,1651,152278.2,0.9818,13.66,0.3840
58700,0.095347,3.00e-04,1651,152531.1,0.9825,13.66,0.3399
58800,0.100524,3.00e-04,1651,152784.2,0.9815,13.66,0.3830
58900,0.106780,3.00e-04,1651,153037.1,0.9807,13.66,nan
59000,0.097051,3.00e-04,1652,153290.4,0.9824,13.66,0.3640
59100,0.101934,3.00e-04,1652,153543.9,0.9812,13.66,0.3596
59200,0.098199,3.00e-04,1652,153797.3,0.9820,13.66,0.3559
59300,0.091037,3.00e-04,1652,154050.3,0.9832,13.66,0.3583
59400,0.101712,3.00e-04,1652,154303.6,0.9814,13.66,0.3641
59500,0.107285,3.00e-04,1652,154556.6,0.9804,13.66,0.3829
59600,0.103655,3.00e-04,1652,154809.7,0.9813,13.66,0.3769
59700,0.098482,3.00e-04,1652,155062.8,0.9817,13.66,0.3561
59800,0.095253,3.00e-04,1652,155316.2,0.9827,13.66,0.3553
59900,0.093284,3.00e-04,1652,155569.4,0.9828,13.66,0.3934
60000,0.092291,3.00e-04,1652,155822.4,0.9830,13.66,0.3673
60100,0.100152,3.00e-04,1651,156090.1,0.9815,13.66,0.3620
60200,0.096639,3.00e-04,1651,156342.4,0.9824,13.66,0.3713
60300,0.092875,3.00e-04,1651,156594.4,0.9828,13.66,0.3726
60400,0.107673,3.00e-04,1651,156846.2,0.9808,13.66,0.3641
60500,0.094689,3.00e-04,1651,157098.2,0.9826,13.66,0.3669
60600,0.089027,3.00e-04,1652,157349.9,0.9836,13.66,0.3388
60700,0.105871,3.00e-04,1651,157601.5,0.9807,13.66,0.3967
60800,0.099304,3.00e-04,1651,157852.8,0.9818,13.66,0.3583
60900,0.095330,3.00e-04,1651,158104.3,0.9822,13.66,0.3771
61000,0.098572,3.00e-04,1651,158355.6,0.9818,13.66,0.3676
61100,0.095120,3.00e-04,1651,158606.9,0.9823,13.66,0.3655
61200,0.089841,3.00e-04,1651,158857.9,0.9834,13.66,0.3541
61300,0.098773,3.00e-04,1651,159109.0,0.9820,13.66,0.3798
61400,0.095943,3.00e-04,1651,159360.1,0.9825,13.66,0.3492
61500,0.092173,3.00e-04,1651,159611.0,0.9829,13.66,0.3460
61600,0.097370,3.00e-04,1651,159861.9,0.9822,13.66,0.3452
61700,0.102317,3.00e-04,1651,160112.6,0.9814,13.66,0.3767
61800,0.099091,3.00e-04,1651,160363.2,0.9821,13.66,0.3711
61900,0.100750,3.00e-04,1651,160613.8,0.9813,13.66,0.3649
62000,0.102783,3.00e-04,1651,160864.3,0.9815,13.66,0.4365
62100,0.095574,3.00e-04,1651,161114.9,0.9826,13.66,0.3788
62200,0.098385,3.00e-04,1651,161365.4,0.9818,13.66,0.3605
62300,0.105178,3.00e-04,1651,161616.0,0.9811,13.66,0.3640
62400,0.098252,3.00e-04,1651,161866.5,0.9824,13.66,0.3693
62500,0.094125,3.00e-04,1651,162116.9,0.9827,13.66,0.3754
62600,0.104766,3.00e-04,1651,162367.4,0.9815,13.66,0.3988
62700,0.096982,3.00e-04,1651,162617.8,0.9824,13.66,0.3858
62800,0.089163,3.00e-04,1651,162868.1,0.9835,13.66,0.3881
62900,0.101215,3.00e-04,1651,163118.4,0.9822,13.66,0.3565
63000,0.096110,3.00e-04,1651,163368.6,0.9827,13.66,nan
63100,0.089245,3.00e-04,1652,163618.9,0.9838,13.66,0.3318
63200,0.101414,3.00e-04,1652,163869.0,0.9816,13.66,0.3737
63300,0.091973,3.00e-04,1652,164119.2,0.9829,13.66,0.3542
63400,0.088681,3.00e-04,1652,164369.3,0.9836,13.66,0.3572
63500,0.094872,3.00e-04,1652,164619.4,0.9826,13.66,0.3673
63600,0.090808,3.00e-04,1652,164869.4,0.9830,13.66,nan
63700,0.087883,3.00e-04,1652,165119.4,0.9835,13.66,0.3585
63800,0.094040,3.00e-04,1652,165369.5,0.9827,13.66,0.3451
63900,0.089965,3.00e-04,1652,165619.5,0.9834,13.66,0.3537
64000,0.083000,3.00e-04,1652,165869.4,0.9843,13.66,0.3570
64100,0.096493,3.00e-04,1652,166119.3,0.9820,13.66,0.3813
64200,0.098654,3.00e-04,1652,166369.0,0.9818,13.66,0.3670
64300,0.093091,3.00e-04,1652,166619.0,0.9826,13.66,0.3702
64400,0.089213,3.00e-04,1652,166868.9,0.9832,13.66,0.3331
64500,0.086430,3.00e-04,1652,167118.9,0.9838,13.66,0.3547
64600,0.081812,3.00e-04,1652,167368.8,0.9848,13.66,0.3567
64700,0.091115,3.00e-04,1652,167618.7,0.9829,13.66,0.3836
64800,0.100151,3.00e-04,1652,167868.6,0.9816,13.66,0.3586
64900,0.092507,3.00e-04,1652,168118.5,0.9827,13.66,0.3420
65000,0.086588,3.00e-04,1653,168368.3,0.9839,13.66,0.3300
65100,0.087967,3.00e-04,1653,168619.5,0.9842,13.66,0.3429
65200,0.082563,3.00e-04,1653,168868.9,0.9847,13.66,0.3424
65300,0.079224,3.00e-04,1653,169118.7,0.9851,13.66,0.3516
65400,0.091245,3.00e-04,1653,169368.3,0.9831,13.66,0.3609
65500,0.085178,3.00e-04,1653,169617.9,0.9840,13.66,0.3713
65600,0.078931,3.00e-04,1653,169867.4,0.9851,13.66,nan
65700,0.089718,3.00e-04,1653,170117.0,0.9831,13.66,0.3619
65800,0.083325,3.00e-04,1653,170366.5,0.9846,13.66,0.3471
65900,0.080697,3.00e-04,1653,170616.1,0.9844,13.66,0.3615
66000,0.092900,3.00e-04,1653,170865.8,0.9828,13.66,0.3525
66100,0.085986,3.00e-04,1653,171115.4,0.9844,13.66,0.3413
66200,0.085181,3.00e-04,1653,171365.0,0.9845,13.66,0.3672
66300,0.096606,3.00e-04,1653,171614.5,0.9823,13.66,0.3865
66400,0.095289,3.00e-04,1652,171864.2,0.9824,13.66,0.3926
66500,0.088792,3.00e-04,1652,172113.7,0.9835,13.66,0.3660
66600,0.100387,3.00e-04,1652,172363.2,0.9817,13.66,0.3870
66700,0.098886,3.00e-04,1652,172612.5,0.9820,13.66,0.3636
66800,0.088775,3.00e-04,1652,172861.8,0.9839,13.66,0.3702
66900,0.091766,3.00e-04,1652,173111.2,0.9831,13.66,0.3800
67000,0.085960,3.00e-04,1652,173360.4,0.9841,13.66,0.3648
67100,0.077858,3.00e-04,1652,173609.9,0.9850,13.66,0.3605
67200,0.088856,3.00e-04,1652,173859.3,0.9838,13.66,0.3625
67300,0.094068,3.00e-04,1652,174108.7,0.9830,13.66,0.3810
67400,0.087650,3.00e-04,1652,174358.0,0.9839,13.66,0.3965
67500,0.086693,3.00e-04,1652,174607.6,0.9839,13.66,0.3589
67600,0.091902,3.00e-04,1652,174857.6,0.9829,13.66,0.3468
67700,0.086265,3.00e-04,1652,175108.1,0.9837,13.66,0.3355
67800,0.083451,3.00e-04,1652,175358.7,0.9844,13.66,0.3485
67900,0.098018,3.00e-04,1651,175609.5,0.9820,13.66,0.4223
68000,0.092569,3.00e-04,1651,175860.5,0.9830,13.66,0.4113
68100,0.091013,3.00e-04,1651,176111.5,0.9831,13.66,0.3991
68200,0.097961,3.00e-04,1650,176363.2,0.9820,13.66,0.3975
68300,0.091124,3.00e-04,1650,176614.4,0.9831,13.66,0.3881
68400,0.086902,3.00e-04,1650,176865.8,0.9836,13.66,0.3651
68500,0.088681,3.00e-04,1650,177117.3,0.9834,13.66,0.3676
68600,0.084646,3.00e-04,1649,177369.0,0.9841,13.66,0.3665
68700,0.080681,3.00e-04,1649,177620.5,0.9850,13.66,0.3662
68800,0.094908,3.00e-04,1649,177872.2,0.9825,13.66,nan
68900,0.092291,3.00e-04,1649,178124.2,0.9826,13.66,0.3525
69000,0.085440,3.00e-04,1649,178376.3,0.9837,13.66,0.3481
69100,0.092774,3.00e-04,1649,178628.4,0.9827,13.66,0.3755
69200,0.093954,3.00e-04,1649,178880.4,0.9825,13.66,0.3861
69300,0.093294,3.00e-04,1649,179132.7,0.9826,13.66,0.4164
69400,0.103688,3.00e-04,1649,179385.0,0.9809,13.66,0.3775
69500,0.102542,3.00e-04,1649,179637.6,0.9814,13.66,0.3850
69600,0.098586,3.00e-04,1649,179890.1,0.9821,13.66,0.3741
69700,0.097123,3.00e-04,1649,180143.0,0.9821,13.66,0.3694
69800,0.093851,3.00e-04,1649,180395.5,0.9823,13.66,0.4128
69900,0.086202,3.00e-04,1649,180645.4,0.9834,13.66,0.3511
70000,0.090308,3.00e-04,1649,180895.0,0.9829,13.66,0.3496
70100,0.102629,3.00e-04,1649,181150.7,0.9814,13.66,0.3938
70200,0.097504,3.00e-04,1649,181400.0,0.9819,13.66,0.3930
70300,0.095200,3.00e-04,1649,181649.3,0.9825,13.66,0.3740
70400,0.106882,3.00e-04,1649,181900.6,0.9810,13.66,0.3680
70500,0.100623,3.00e-04,1649,182152.0,0.9820,13.66,0.3701
70600,0.093370,3.00e-04,1649,182406.2,0.9831,13.66,0.3393
70700,0.094628,3.00e-04,1649,182660.1,0.9827,13.66,0.3323
70800,0.090052,3.00e-04,1649,182915.7,0.9831,13.66,0.3561
70900,0.086299,3.00e-04,1649,183171.1,0.9836,13.66,0.3446
